views,contacts,last_7_views,last_3_views,last_7_contacts,last_3_contacts,live_days,max_messages_events,messages_events,messages_users,avg_contacts_delta,max_contacts_delta,min_contacts_delta,mumur_advertid,AB_test_group,is_selling_3
689,28,243,95,10,9,22,3,19,13,-0.67,0,-2,308091886,1,1
74,2,74,17,2,0,8,0,0,0,0.0,0,0,1405601336,0,0
183,2,183,183,2,2,2,1,1,1,0.0,1,-1,3522616650,0,1
153,2,153,62,2,1,8,0,0,0,-0.17,1,-1,3538649028,0,0
381,6,180,78,5,4,16,4,7,3,0.0,4,-4,631156292,0,0
610,12,610,190,12,1,8,4,29,22,0.0,0,0,4137604610,1,0
577,25,167,37,6,3,16,9,25,13,0.0,0,0,3446873771,1,0
3010,67,1093,182,27,7,11,4,39,26,0.0,0,0,1840873966,1,1
2191,29,717,258,13,5,24,4,65,46,0.0,0,0,5902044,0,0
50,3,50,22,3,2,8,1,2,2,0.0,2,-2,2516012215,1,0
718,23,718,718,23,24,2,3,28,20,0.0,0,0,2502280655,1,1
511,13,511,511,13,13,4,2,7,5,0.33,9,-8,926733087,0,1
70,1,70,12,1,0,8,2,3,2,0.0,0,0,1875445910,0,0
211,17,211,211,17,18,2,2,6,5,0.0,0,0,3920043264,1,0
2299,41,693,244,7,0,24,4,26,18,0.0,0,0,2508079207,0,0
474,1,172,60,0,1,18,3,20,17,0.0,2,-2,3470478991,1,0
3328,88,1464,1462,41,41,21,4,69,49,0.0,0,0,3367266851,0,1
718,11,83,21,1,0,42,4,18,12,0.0,0,0,3843317793,0,0
163,3,163,90,3,2,5,6,11,4,0.33,2,-1,4090207079,0,1
312,1,312,74,1,1,8,1,1,1,0.0,1,-1,3650363260,0,0
134,4,134,26,4,1,8,1,1,1,-0.17,1,-2,2264016109,0,0
499,0,496,199,0,0,8,3,23,16,0.0,1,-1,3813618058,0,0
178,2,75,17,1,1,15,2,4,3,0.0,1,-1,789513568,0,0
425,8,138,47,1,2,22,4,11,7,0.0,0,0,4103933378,1,1
383,24,383,383,24,24,2,3,15,11,-2.83,0,-10,2419456723,0,1
601,5,601,601,5,6,4,1,8,8,0.0,5,-5,1208082385,1,1
2047,6,969,489,4,3,13,1,7,7,-0.17,0,-1,2096770642,1,0
137,8,137,57,8,8,8,1,1,1,0.0,3,-3,1743675371,1,0
410,15,410,410,15,15,1,2,6,5,0.0,15,-15,3699444397,0,0
222,7,118,46,2,2,16,0,0,0,0.0,2,-2,4006914515,0,0
35,1,35,8,1,1,8,1,2,2,0.17,1,0,3405584009,0,0
1324,6,264,50,0,0,16,12,25,12,0.0,0,0,263129228,0,0
128,23,128,128,23,23,1,5,6,2,0.0,23,-23,2417110822,0,0
283,2,283,104,2,2,8,1,2,2,0.0,1,-1,1211423090,1,0
407,2,407,146,2,2,8,3,5,3,0.0,2,-2,4274568042,0,0
948,25,274,66,7,2,10,3,18,10,0.0,1,-1,2487345772,1,0
107,1,107,107,1,2,3,0,0,0,0.0,1,-1,3409174312,1,1
104,11,104,104,11,11,4,1,1,1,0.0,5,-5,898752946,0,1
441,5,441,125,5,5,8,1,5,5,0.0,1,-1,3281197488,1,0
29,4,29,29,4,5,1,2,3,2,0.0,4,-4,1238813436,1,1
3109,53,312,97,5,5,29,3,18,13,0.0,0,0,2265120469,1,1
46,6,46,10,6,2,8,0,0,0,0.0,2,-3,4168243,1,0
433,13,433,288,13,7,5,2,5,4,-0.17,1,-2,3412072961,0,0
279,17,160,38,12,2,9,3,11,8,-0.33,1,-2,3201877916,1,0
620,29,620,181,29,12,8,3,23,20,0.0,0,0,2707932974,1,0
441,5,441,125,5,5,8,1,5,5,0.0,1,-1,3367714653,1,0
149,7,149,36,7,5,8,3,13,10,0.0,4,-4,1270575313,1,1
111,1,111,111,1,1,4,0,0,0,0.0,1,-1,3711382969,0,1
222,8,222,110,8,3,8,1,2,2,0.0,2,-1,4240363283,0,0
142,7,142,97,7,6,5,2,4,3,-0.17,1,-3,4139870436,0,1
168,4,167,46,4,3,8,2,2,1,0.0,1,-2,1583768012,0,0
1618,12,227,55,0,0,41,3,14,10,0.0,1,-1,778504987,0,0
118,3,118,40,3,3,8,0,0,0,0.17,1,-1,3522552897,1,0
172,9,172,39,9,4,8,2,4,3,0.0,2,-3,2624243268,0,0
126,4,126,126,4,5,4,0,0,0,0.0,4,-4,251467600,1,1
625,20,118,31,1,1,31,3,21,17,0.0,0,0,1099493740,1,0
1854,14,483,107,1,0,31,1,13,13,0.0,0,0,2702426487,0,0
4320,38,789,227,10,3,29,3,28,24,-0.17,0,-1,920901145,0,0
419,5,419,315,5,6,5,1,2,2,0.0,3,-2,2486273462,1,0
1288,10,217,59,4,0,24,3,8,6,0.0,1,-1,2800682071,0,0
353,3,276,83,2,1,11,2,9,8,0.17,3,-3,4118824684,1,0
78,5,78,24,5,1,8,2,11,10,0.0,1,-1,3940985303,1,0
218,3,218,218,3,4,2,3,4,2,0.5,3,0,2631557011,1,1
544,12,544,171,12,5,8,5,11,7,0.0,3,-3,3028922243,1,0
291,5,291,291,5,5,4,2,5,4,0.0,2,-2,1963661804,0,0
236,2,65,27,0,0,17,0,0,0,0.0,0,0,1507600515,0,0
86,3,86,21,3,3,8,4,6,3,0.0,2,-2,1597099878,1,1
3855,125,1678,955,44,35,15,3,88,76,0.0,0,0,2986933219,1,1
6393,113,1483,656,42,17,37,9,84,65,0.0,0,0,3372071118,1,0
943,46,203,58,32,13,17,2,15,12,0.0,0,0,4056623922,1,1
474,1,474,136,1,1,8,0,0,0,-0.17,0,-1,512624063,1,1
2528,31,664,615,15,13,16,5,30,23,0.0,0,0,2931883911,1,0
34,0,34,6,0,0,8,1,2,2,0.0,0,0,2231107840,0,0
763,20,763,754,20,21,5,2,13,12,0.0,0,0,3017386015,1,0
196,10,196,35,10,4,8,2,3,2,0.0,2,-2,523138152,0,0
506,35,506,506,35,36,3,3,19,14,0.0,0,0,1607227016,1,0
127,5,127,127,5,6,2,2,3,2,0.0,0,0,3331848444,1,0
6318,88,1671,805,20,8,31,3,58,46,0.0,0,0,763960529,0,0
264,1,264,114,1,0,8,1,1,1,0.0,0,0,3791522501,0,0
4353,78,2129,907,43,4,16,4,72,51,-1.5,8,-9,718505612,1,1
229,12,229,229,12,13,2,1,1,1,0.0,6,-9,2737500448,1,1
170,9,170,56,9,6,8,2,10,7,-0.5,4,-3,248851810,0,0
58,2,58,5,2,2,8,0,0,0,-0.17,1,-1,1835348837,1,0
147,20,147,147,20,20,2,1,2,2,0.0,20,-20,3519281380,0,1
167,5,81,25,1,0,14,2,3,2,0.0,0,0,3753045956,0,0
74,6,74,63,6,7,5,1,3,3,0.0,6,-6,673440299,1,0
42,3,42,42,3,3,1,1,1,1,0.5,3,0,1238648915,0,1
560,2,560,148,2,1,8,2,6,4,-0.17,0,-1,3600195616,1,0
2069,13,280,133,0,0,40,3,35,29,0.0,0,0,4011182023,0,0
500,5,500,107,5,2,8,3,20,17,-0.17,1,-1,15980604,0,0
27,2,27,6,2,2,8,0,0,0,0.0,1,-1,1510949784,0,0
906,9,488,174,8,8,13,3,15,12,0.0,0,0,1551282709,0,0
2191,29,717,258,13,6,24,4,65,46,0.0,0,0,2613569120,1,0
670,16,670,198,16,5,8,1,6,6,-0.17,1,-2,1307823795,0,0
329,10,329,109,10,5,7,3,10,8,0.0,2,-2,587285763,1,0
781,36,781,616,36,32,5,2,5,4,0.0,0,0,3857151724,0,1
446,10,446,125,10,5,8,1,3,3,0.0,1,-1,299850126,1,1
1609,12,182,92,2,2,43,1,8,8,-0.33,0,-2,112069806,0,0
892,41,892,892,41,41,3,3,10,7,0.0,0,0,2539976663,0,1
360,6,360,91,6,0,8,3,10,7,0.0,0,0,4272271703,0,0
158,1,158,41,1,1,8,2,3,2,0.0,0,0,2378043661,1,0
442,5,442,114,5,5,8,2,8,7,0.0,0,0,92778273,1,1
1680,26,860,368,18,9,15,2,9,8,0.0,7,-5,3808382026,0,1
105,2,105,51,2,3,8,0,0,0,0.0,1,-1,3378938148,1,0
314,21,314,314,21,22,3,2,15,12,0.0,8,-11,2235101704,1,1
383,11,383,173,11,11,8,3,5,3,1.0,3,-2,4022518404,0,1
3333,27,243,33,1,1,23,3,31,23,0.0,1,-1,2025646572,1,1
225,4,225,63,4,2,8,2,17,14,-0.5,1,-3,3712464725,1,1
292,2,292,292,2,3,4,5,8,4,0.0,2,-2,79402066,1,0
2188,16,237,82,3,1,30,8,37,24,-0.17,0,-1,762214588,1,0
4352,71,1929,1181,42,29,20,4,32,23,0.0,0,0,2657258126,1,1
785,34,785,201,34,11,8,6,21,11,0.0,0,0,3877978093,0,1
1140,13,259,126,1,2,37,3,11,9,0.0,1,-1,3138719578,1,1
4391,35,265,88,4,2,34,5,43,31,0.0,0,0,4026872555,0,0
349,9,154,54,4,2,15,1,3,3,0.0,1,-1,4280622690,1,0
1418,42,962,328,27,15,11,4,23,15,-0.67,5,-4,82780644,1,1
985,59,985,333,59,23,8,6,31,20,-2.33,3,-8,88801426,1,0
151,4,151,151,4,5,1,3,17,11,0.0,4,-4,3136909625,1,1
603,14,113,32,2,2,37,6,20,10,-0.17,1,-1,306518487,1,0
598,12,598,200,12,5,8,3,13,9,0.0,0,0,368790107,0,1
508,23,508,109,23,4,8,2,9,7,-0.5,1,-3,1599640953,0,0
100,2,100,23,2,2,8,0,0,0,0.0,2,-2,4084348387,0,0
671,7,671,671,7,7,2,2,5,4,-1.17,0,-7,1509686284,0,1
398,3,185,56,1,1,16,2,4,2,0.0,1,-1,3099896341,0,0
116,1,75,24,1,1,10,0,0,0,0.0,0,0,1556828279,1,0
302,8,302,302,8,9,2,2,8,7,-0.83,0,-5,376526612,1,1
445,3,83,18,0,0,16,0,0,0,0.0,0,0,3951958216,0,0
18,0,18,4,0,0,8,2,10,9,0.0,0,0,702439775,0,0
86,4,86,34,4,0,8,1,2,2,0.0,0,0,1568128777,0,0
4935,132,852,410,17,6,39,4,89,67,0.0,0,0,998867055,0,1
3672,89,760,483,25,17,29,6,68,50,0.0,0,0,205596968,0,1
276,8,276,79,8,3,8,1,1,1,0.0,2,-2,1297518339,1,0
34,0,34,6,0,1,8,0,0,0,0.0,0,0,3554619827,1,1
266,11,266,122,11,8,8,1,3,3,0.0,3,-4,830226236,0,0
739,21,39,22,4,3,30,2,13,11,0.0,1,-1,2206805365,0,0
2621,43,431,154,1,2,39,5,42,24,-0.17,1,-1,997275535,1,0
609,6,301,100,3,0,14,1,4,4,-0.17,0,-1,920061903,0,0
71,1,71,10,1,0,8,1,1,1,0.0,1,-1,3832004411,0,1
349,9,154,54,4,2,15,1,3,3,0.0,1,-1,3538532942,1,0
276,8,276,79,8,2,8,1,1,1,0.0,2,-2,514220588,0,0
150,4,150,150,4,4,1,2,5,3,0.0,4,-4,4271026336,0,1
54,1,54,21,1,0,8,0,0,0,0.0,0,0,1282168371,0,0
330,1,78,11,0,0,22,3,37,28,-0.17,4,-4,3710196829,0,0
161,4,161,50,4,1,8,1,1,1,-0.17,1,-1,2132485434,1,0
426,14,272,197,12,7,11,1,3,3,0.0,3,-4,2479258319,1,1
107,1,107,33,1,0,8,1,1,1,0.0,0,0,867072053,0,0
333,7,333,151,7,1,7,4,34,22,0.0,1,-1,2949234308,1,0
381,6,381,89,6,4,6,4,14,9,-0.5,0,-3,2193704582,1,1
209,19,209,77,19,7,8,3,8,4,-1.17,1,-4,2918994789,1,0
189,1,189,53,1,2,8,0,0,0,0.0,1,-1,1084026742,1,1
1040,17,232,87,3,2,31,3,26,22,0.0,0,0,4237085650,0,0
1031,55,1031,551,55,38,6,2,15,12,-1.17,0,-7,4155892927,1,1
27,5,27,27,5,5,3,0,0,0,0.17,4,-3,4141935881,0,1
353,2,353,86,2,1,8,4,5,2,-0.33,0,-2,3787716408,1,0
917,82,256,53,26,4,21,8,41,23,-0.17,4,-3,2889024305,1,0
66,4,66,4,4,1,8,0,0,0,0.17,2,-2,3241945675,0,0
413,19,223,68,9,1,12,1,2,2,-1.17,2,-7,1577220375,1,0
266,2,266,85,2,2,8,1,2,2,0.0,1,-1,1692485497,1,0
1760,23,1760,1072,23,19,7,2,20,17,0.0,0,0,3043773698,1,0
29,4,29,29,4,5,1,2,3,2,0.0,4,-4,546512491,1,1
1050,9,829,277,5,2,15,2,29,24,0.0,2,-2,2246365002,0,0
1203,3,437,95,1,0,11,1,4,4,0.0,0,0,2408849548,0,0
88,0,88,88,0,0,2,3,9,6,0.0,0,0,3325698923,0,0
578,6,283,180,0,0,16,1,7,7,0.0,0,0,585846758,0,1
7557,60,698,438,6,7,43,4,90,73,0.0,0,0,2883593008,1,0
132,12,132,132,12,13,2,1,2,2,0.0,12,-12,1687170365,1,1
373,21,373,99,21,9,8,1,7,7,-1.0,3,-4,970213410,0,1
662,3,661,167,3,4,8,2,4,3,0.0,2,-1,663671075,1,0
1324,33,437,229,11,4,31,6,25,19,-0.17,1,-2,1229004796,1,0
52,4,52,13,4,3,8,0,0,0,0.0,2,-2,65869041,1,1
156,1,156,156,1,2,2,1,3,3,0.0,1,-1,2645710481,1,0
598,12,598,200,12,6,8,3,13,9,0.0,0,0,857450238,1,1
663,5,663,410,5,2,7,2,5,3,0.0,0,0,1548220051,0,1
211,6,211,209,6,7,5,1,2,2,0.0,2,-2,4048012425,1,1
253,5,253,42,5,2,8,2,5,3,-0.5,1,-3,3696584152,1,1
682,6,682,253,6,5,8,2,4,3,-0.17,2,-3,1996032577,1,0
719,14,612,193,8,3,9,1,12,12,-0.33,1,-2,1414573696,0,0
216,2,94,27,2,3,12,1,2,2,0.33,2,0,2179652149,1,0
2094,22,574,199,5,2,21,8,62,37,0.0,1,-1,3462712481,1,0
689,28,243,95,10,8,22,3,19,13,-0.67,0,-2,2558629838,0,1
229,8,44,14,3,2,27,1,9,9,-0.17,2,-2,821958527,0,0
144,8,144,87,8,9,6,2,3,2,-0.67,0,-2,2511835230,1,1
421,3,421,97,3,1,8,0,0,0,-0.17,0,-1,3733517461,1,1
159,1,159,41,1,0,8,0,0,0,0.0,1,-1,4109436371,0,0
61,3,61,19,3,0,8,0,0,0,0.0,0,0,2075957528,0,0
75,1,75,26,1,2,8,4,6,3,0.0,1,-1,1176280413,1,1
107,1,107,33,1,1,8,1,1,1,0.0,0,0,1894572996,1,0
342,14,342,114,14,2,8,2,3,2,0.0,0,0,2462835444,0,1
242,5,242,114,5,2,5,3,8,4,-0.67,1,-4,3078678894,1,0
185,1,185,54,1,2,8,2,3,2,0.0,0,0,184220301,1,0
1195,31,1195,1195,31,31,2,4,40,24,0.0,0,0,3489143641,0,1
13,2,13,13,2,2,1,1,1,1,0.0,2,-2,2551989217,0,1
249,5,249,91,5,6,8,5,6,2,0.0,5,-5,1460186058,1,0
189,4,189,189,4,5,2,2,7,6,0.0,2,-2,379347931,1,1
264,1,264,114,1,1,8,1,1,1,0.0,0,0,2770504552,1,0
2621,43,431,154,1,2,39,5,42,24,-0.17,1,-1,1383713972,1,0
665,17,665,665,17,17,4,1,10,10,0.0,4,-3,155944912,0,1
913,5,131,31,1,2,28,1,7,7,0.0,1,-1,636554700,1,0
4105,56,757,223,10,3,39,3,19,17,0.0,0,0,2848584677,1,0
40,4,40,40,4,5,4,0,0,0,0.0,4,-4,710353071,1,1
440,2,440,409,2,2,5,1,3,3,0.0,1,-1,1757718061,0,1
424,6,174,58,4,4,15,2,7,5,0.0,2,-3,793630354,1,0
591,3,338,111,1,2,14,1,2,2,0.0,1,-1,2265927228,1,0
149,7,149,36,7,4,8,3,13,10,0.0,4,-4,2756175208,0,1
571,4,571,190,4,0,8,1,2,2,-0.5,0,-3,1540734579,0,0
555,22,406,259,17,14,10,4,12,6,-1.0,0,-5,34910219,1,1
979,16,979,697,16,14,7,3,17,15,0.0,0,0,2339046100,0,0
402,1,402,114,1,1,8,1,1,1,-0.17,0,-1,3419673481,1,0
437,19,437,181,19,5,8,2,7,6,0.0,0,0,2592962587,1,1
174,11,174,111,11,11,6,1,1,1,1.17,7,-4,158458860,0,1
120,4,120,120,4,5,2,2,3,2,0.0,4,-4,2038624543,1,1
56,0,56,17,0,1,8,1,1,1,0.0,0,0,2305434249,1,0
482,9,216,35,6,6,15,2,11,10,0.0,2,-2,933578068,1,0
306,3,306,112,3,4,6,2,9,7,0.17,2,-2,2534269643,1,1
27,5,27,27,5,5,3,0,0,0,0.17,4,-3,1131739668,0,1
508,23,508,109,23,5,8,2,9,7,-0.5,1,-3,3672715771,1,0
898,23,444,35,4,2,16,3,11,8,-0.33,1,-2,2996825646,1,1
3540,64,1093,357,21,8,21,5,23,15,0.0,0,0,3054408810,1,1
307,2,307,125,2,2,7,1,3,3,0.0,2,-2,4149306400,0,0
97,0,97,24,0,1,8,0,0,0,0.0,0,0,1548995655,1,0
213,1,213,48,1,2,8,1,2,2,0.0,0,0,1103101134,1,0
675,10,675,135,10,10,8,2,10,9,0.0,3,-6,210568409,1,0
66,0,66,66,0,1,2,1,2,2,0.0,0,0,2935795393,1,0
598,17,156,30,4,1,14,6,10,4,0.0,1,-1,627225851,0,0
19,0,19,19,0,1,2,0,0,0,0.0,0,0,2295619646,1,0
229,8,44,14,3,2,27,1,9,9,-0.17,2,-2,362326416,0,0
282,26,282,188,26,17,5,1,6,6,-1.5,5,-8,111010915,0,1
898,23,444,35,4,2,16,3,11,8,-0.33,1,-2,2285623414,1,1
440,5,440,134,5,1,8,1,4,4,-0.33,2,-2,3655417123,0,0
103,1,103,29,1,0,7,0,0,0,0.0,1,-1,521475025,0,0
271,0,271,94,0,1,7,5,35,24,-0.17,0,-1,2427058718,1,1
700,27,700,700,27,27,2,2,14,12,3.17,11,0,3648565058,0,0
27,0,27,27,0,0,2,1,1,1,0.0,0,0,629349448,0,1
263,3,143,12,2,1,9,1,4,4,-0.33,0,-2,2155757798,1,0
656,10,656,148,10,4,8,1,4,4,0.0,2,-2,823030757,1,0
2568,58,1410,817,29,24,14,3,45,32,0.0,0,0,619539702,1,1
718,23,718,718,23,24,2,3,28,20,0.0,0,0,2861472681,1,1
63,14,63,16,14,6,8,1,6,6,-0.33,4,-4,3478616371,0,0
3776,75,1161,360,17,7,18,3,43,31,0.0,0,0,4269122268,0,0
7722,121,1233,223,39,5,29,4,78,50,0.0,0,0,377716471,1,1
527,9,150,108,6,4,13,5,14,6,0.33,2,-2,1868247786,0,0
392,22,203,118,16,14,10,2,7,5,0.0,0,0,3483350814,0,0
159,1,159,41,1,0,8,0,0,0,0.0,1,-1,1680862974,0,0
3390,27,1793,586,15,9,16,8,24,16,0.0,0,0,2432406100,1,1
136,4,17,8,0,0,38,1,2,2,0.0,0,0,1276606202,0,0
238,8,238,59,8,2,7,1,3,3,-0.17,0,-1,3108844326,1,0
278,10,278,278,10,10,3,1,6,6,-0.5,3,-6,2924060949,0,1
18,0,18,4,0,1,8,2,10,9,0.0,0,0,2859332357,1,0
337,3,336,106,3,0,8,0,0,0,0.0,2,-2,1922990586,0,0
1617,18,614,194,8,4,22,3,13,10,0.0,0,0,2162455407,0,0
2762,32,1025,211,14,7,18,6,50,37,-0.17,2,-4,3900743835,1,0
419,5,419,315,5,6,5,1,2,2,0.0,3,-2,1319943223,1,0
842,5,219,53,1,1,31,3,15,10,0.0,1,-1,3480772600,1,0
2663,23,2112,1213,23,17,10,3,24,18,0.0,0,0,970074049,0,1
249,5,249,91,5,6,8,5,6,2,0.0,5,-5,3022106192,1,0
377,8,377,376,8,9,4,1,1,1,-0.33,1,-2,3631024523,1,1
173,4,173,77,4,1,8,2,3,2,-0.67,0,-4,3647697749,1,0
35,4,35,35,4,5,3,1,1,1,0.0,2,-2,3030464834,1,1
147,4,147,147,4,4,2,1,1,1,-0.33,0,-2,4052176518,0,1
134,3,66,26,0,0,11,2,3,2,0.0,0,0,3659997026,0,0
518,2,331,82,2,1,11,1,1,1,0.0,1,-1,3946507413,0,0
222,23,222,72,23,6,8,2,7,6,-0.33,1,-1,3806312815,1,0
671,7,671,671,7,7,2,2,5,4,-1.17,0,-7,184016584,0,1
421,10,421,180,10,3,8,1,3,3,0.0,3,-3,1760384564,0,1
569,33,569,569,33,34,4,11,26,11,-1.67,0,-10,613082014,1,1
209,4,180,87,4,2,10,5,17,12,-0.17,0,-1,2853910118,0,0
389,6,389,139,6,3,8,1,2,2,-0.17,1,-1,2251470915,1,0
526,4,241,83,1,1,16,4,4,1,0.0,0,0,2652657747,1,0
83,16,83,83,16,16,3,1,2,2,0.0,8,-4,3371073375,0,0
1124,36,364,76,23,6,18,4,31,21,-1.5,6,-6,1863722824,0,0
474,1,474,136,1,0,8,0,0,0,-0.17,0,-1,1274122171,0,0
164,16,164,164,16,17,4,3,7,5,0.0,8,-10,2434946610,1,1
90,4,90,85,4,4,4,1,3,3,-0.67,0,-4,3646464944,0,1
40,8,40,9,8,0,8,2,4,3,0.0,5,-4,1370861013,0,0
335,2,335,300,2,2,5,1,6,6,0.0,2,-2,2000632833,0,1
650,24,97,10,0,0,23,3,13,11,0.0,0,0,1884439026,0,0
1124,36,364,76,23,6,18,4,31,21,-1.5,6,-6,513237797,0,0
383,11,383,173,11,11,8,3,5,3,1.0,3,-2,3067388313,0,1
485,0,163,45,0,1,13,1,3,3,0.0,0,0,1279471319,1,0
934,30,934,499,30,14,6,3,16,12,0.0,0,0,4270448858,1,0
481,5,481,94,5,2,8,4,7,4,0.0,0,0,521513655,0,0
364,13,364,38,13,5,8,2,10,9,-0.5,0,-3,3542718558,0,0
453,4,167,41,3,3,16,1,2,2,-0.17,0,-1,825846070,1,0
413,19,223,68,9,1,12,1,2,2,-1.17,2,-7,652986,1,0
824,25,824,647,25,26,5,2,5,4,-1.17,4,-8,2870738528,1,1
28,2,28,28,2,3,4,0,0,0,0.0,1,-1,3104237289,1,0
469,6,469,142,6,4,8,2,5,4,0.0,3,-3,754950211,0,1
180,0,180,54,0,1,8,1,4,4,0.0,0,0,870390732,1,0
1024,34,273,56,15,10,19,3,18,14,0.0,10,-10,2826889576,0,0
130,1,130,44,1,1,8,3,7,5,0.0,1,-1,264757188,1,0
252,1,252,70,1,1,8,2,8,5,0.0,0,0,3406917758,1,0
29,4,29,29,4,4,1,2,3,2,0.0,4,-4,1656588914,0,1
292,6,284,33,6,0,8,2,5,4,0.0,0,0,27526034,0,1
126,1,126,126,1,1,1,2,3,2,0.17,1,0,2546971392,0,1
188,6,188,52,6,2,8,2,2,1,-0.17,0,-1,4089999202,1,0
440,2,440,409,2,3,5,1,3,3,0.0,1,-1,113202287,1,1
423,1,423,136,1,1,8,1,1,1,0.0,0,0,2443100183,1,0
144,1,144,33,1,1,8,1,5,5,0.0,0,0,3350395638,1,0
370,6,370,75,6,0,8,1,1,1,0.0,2,-2,2880003154,0,0
852,24,852,273,24,11,8,2,7,6,-0.33,3,-5,3319954251,1,0
474,1,172,60,0,1,18,3,20,17,0.0,2,-2,1534871628,1,0
174,13,62,18,7,7,16,3,18,15,0.0,0,0,754490678,0,0
477,2,477,434,2,3,5,2,7,5,0.0,2,-2,3152525195,1,1
277,6,277,70,6,0,8,1,3,3,-0.33,0,-2,427755264,0,0
236,2,65,27,0,1,17,0,0,0,0.0,0,0,2328905078,1,0
4353,78,2129,907,43,4,16,4,72,51,-1.5,8,-9,2897231475,1,1
409,10,409,409,10,10,4,2,10,7,-0.33,3,-3,973137596,0,0
2023,17,256,79,6,0,23,2,13,12,0.0,0,0,3944011945,0,0
1098,20,601,240,11,5,14,3,8,6,0.0,0,0,3077218832,0,0
20,0,20,1,0,1,8,0,0,0,0.0,0,0,77247075,1,1
36,0,36,14,0,1,8,3,4,2,0.0,0,0,1840842492,1,1
291,11,291,291,11,11,4,2,7,6,0.33,7,-6,363329963,0,1
149,7,149,36,7,4,8,3,13,10,0.0,4,-4,596768377,0,1
53,1,53,23,1,1,8,1,1,1,0.0,1,-1,2281370896,1,0
884,27,215,67,18,6,26,2,18,16,-0.33,0,-2,1608651606,1,1
279,17,160,38,12,1,9,3,11,8,-0.33,1,-2,677583196,0,0
2044,80,963,515,23,16,17,5,111,79,0.0,0,0,3680291270,0,0
392,9,392,68,9,6,8,1,4,4,0.0,2,-4,924894208,0,0
422,9,203,40,6,1,15,3,12,10,0.0,0,0,3033605592,1,0
1648,98,1067,224,65,10,9,4,47,32,0.0,0,0,3758862521,1,0
74,0,31,6,0,1,15,1,1,1,0.0,0,0,4251858302,1,0
662,10,662,107,10,3,8,1,8,8,-0.67,1,-5,188151633,1,0
395,4,395,125,4,3,7,4,12,7,0.0,2,-2,630526608,1,0
266,11,266,122,11,8,8,1,3,3,0.0,3,-4,479171160,0,0
200,7,200,153,7,7,5,3,8,5,0.0,5,-5,1058226464,1,1
27,2,27,6,2,3,8,0,0,0,0.0,1,-1,1027350647,1,0
263,17,93,70,10,10,17,2,10,7,0.0,4,-2,1653590301,1,1
169,0,169,36,0,0,8,1,3,3,0.0,0,0,3100480691,0,0
257,6,257,83,6,3,7,3,9,6,-0.17,1,-2,2958906080,0,0
721,3,126,23,0,0,18,1,5,5,0.0,0,0,4293885966,0,0
908,2,324,132,0,0,24,2,4,3,0.0,0,0,3120781648,0,0
1110,14,1110,702,14,9,8,4,17,12,0.0,0,0,456548106,0,0
264,2,85,84,0,1,15,1,5,5,0.0,0,0,1950978478,1,0
246,1,246,71,1,2,8,1,1,1,0.0,1,-1,4070854122,1,0
240,1,240,240,1,1,3,2,4,3,0.0,1,-1,2028367136,0,1
181,7,181,52,7,5,8,1,1,1,-0.17,3,-3,1582332207,0,0
9874,122,2342,1519,74,49,24,11,117,82,0.0,0,0,1172331525,0,1
316,1,316,90,1,0,8,0,0,0,0.0,1,-1,2650961760,0,0
1662,75,330,303,25,24,23,4,38,31,0.0,0,0,2962148832,1,1
662,3,661,167,3,3,8,2,4,3,0.0,2,-1,2501721195,0,0
86,4,86,34,4,0,8,1,2,2,0.0,0,0,1775993281,0,0
346,18,346,292,18,18,5,3,16,12,-1.5,0,-5,1263003966,0,1
335,4,335,195,4,0,5,3,3,1,0.0,0,0,3570652998,0,1
426,14,272,197,12,6,11,1,3,3,0.0,3,-4,1865261647,0,1
96,4,96,96,4,4,1,2,6,5,0.0,4,-4,892428811,0,0
561,26,115,49,4,4,36,1,22,22,0.0,2,-2,3262254430,0,0
5107,98,1527,715,48,14,23,12,125,74,0.0,0,0,1955534703,1,0
126,4,126,126,4,4,4,0,0,0,0.0,4,-4,3005184036,0,1
342,4,342,103,4,3,8,1,5,5,0.0,1,-1,3264826571,1,1
397,7,397,397,7,7,2,2,3,2,0.0,0,0,1575803228,0,0
56,3,56,10,3,3,7,0,0,0,0.0,2,-1,706797820,0,1
4391,35,265,88,4,2,34,5,43,31,0.0,0,0,1123403909,0,0
739,20,739,178,20,4,8,1,4,4,0.0,0,0,1551737716,0,1
174,8,174,75,8,3,8,1,3,3,0.0,1,-1,2174217835,1,1
139,0,139,34,0,1,8,0,0,0,0.0,0,0,283841290,1,0
1606,11,516,197,7,4,18,2,14,12,0.0,2,-1,1348758144,0,0
571,32,420,67,28,10,9,4,9,6,-0.67,0,-2,812212327,0,0
141,3,141,57,3,0,8,1,1,1,-0.33,1,-2,236711100,0,0
72,4,72,30,4,1,7,0,0,0,-0.67,0,-4,2947317605,1,0
162,0,162,52,0,1,8,1,1,1,0.0,0,0,53065757,1,0
414,8,414,315,8,8,6,2,2,1,-0.33,0,-1,3023076533,0,1
333,7,333,151,7,1,7,4,34,22,0.0,1,-1,2769263297,1,0
103,1,103,29,1,0,7,0,0,0,0.0,1,-1,2507114095,0,0
200,6,200,39,6,2,8,1,4,4,-0.17,0,-1,668984730,1,0
2299,41,693,244,7,1,24,4,26,18,0.0,0,0,664362051,1,0
422,3,422,113,3,2,8,6,13,7,0.0,2,-2,4273089395,0,0
